瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),弥家 惑措嚼档(%),乞闭 惑措嚼档(%)
104,合碍釜,2014-05-25,22.4,18.8,26.1,.3,.5,.5,11.5,6.2,2,26,52.1
104,合碍釜,2014-05-26,22.1,17,26.9,.3,.3,.3,10.9,7.2,2.8,23,43.6
104,合碍釜,2014-05-27,26.6,21.5,31.7,,,,15.2,9.7,6.5,14,21.1
104,合碍釜,2014-05-28,21.6,18,26.7,,,,10.2,6.3,2.3,20,55.3
104,合碍釜,2014-05-29,27.3,21.1,32.4,,,,8.3,4.5,2.3,17,36.4
104,合碍釜,2014-05-30,24.4,19.7,31.1,,,,8,4.9,1.6,15,34.6
104,合碍釜,2014-05-31,24.2,15.9,31.6,,,,5.5,3.6,1.4,25,48.1
104,合碍釜,2014-06-01,27.1,21.7,35.4,,,,6.3,3.8,2.1,18,45.1
104,合碍釜,2014-06-02,19.6,17,23.2,,,,7,3.9,1.3,60,74.5
104,合碍釜,2014-06-03,17.5,16.3,19.7,1,2,5,5.6,3,1.3,79,88
104,合碍釜,2014-06-04,17.1,15.8,19.9,.5,1,4.5,6.4,3.8,1.8,64,82.9
104,合碍釜,2014-06-05,17.2,15.6,19.1,1.5,1.5,3.5,7.1,3.6,2.1,74,83
104,合碍釜,2014-06-06,17.9,14.6,21.7,,,,6,3.3,1.4,49,74.9
104,合碍釜,2014-06-07,17.1,15.9,20.1,0,0,0,5.7,3,1.5,71,83.4
104,合碍釜,2014-06-08,16.9,15.8,18.6,.1,.1,.1,6.1,3.3,1.7,76,85.1
104,合碍釜,2014-06-09,16.9,16,19.4,1,1.5,1.5,6,2.9,1.3,74,85.9
104,合碍釜,2014-06-10,17.1,16.1,19.9,.5,.5,1.5,4.9,2.8,1.2,75,87.5
104,合碍釜,2014-06-11,16.5,15.4,18.1,.5,1,3,3.9,2.2,1.2,77,87.9
104,合碍釜,2014-06-12,16.5,14.7,19,0,0,0,5.6,2.9,1.4,69,82.1
104,合碍釜,2014-06-13,17.4,12.8,22.7,.2,.4,.5,5.9,3.2,1.3,50,80.4
104,合碍釜,2014-06-14,23.6,14.1,28.9,,,,6.7,4.1,1.8,27,54
104,合碍釜,2014-06-15,25.8,19.8,29.9,,,,6.1,3.7,2.2,26,39.8
104,合碍釜,2014-06-16,24,19.8,31.3,,,,7.4,4.2,2,26,54.1
104,合碍釜,2014-06-17,19.2,18.4,22.1,.1,.1,.1,4.2,2.4,1.3,69,86
104,合碍釜,2014-06-18,18.9,17.5,21.4,6,8.8,9,4.4,2.3,1.4,71,84.9
104,合碍釜,2014-06-19,20.7,17,26.8,1,2,2,6.2,3.2,1.4,52,80.6
104,合碍釜,2014-06-20,17.8,16.8,19.2,.5,2,5,4.5,2.5,1.3,74,85.8
104,合碍釜,2014-06-21,17.7,16.5,19.3,.5,1.5,4,4.6,2.3,.9,81,87.5
104,合碍釜,2014-06-22,18.6,16.3,21.2,,,,4.5,2.6,1.1,66,82.4
104,合碍釜,2014-06-23,19.3,16.3,23.5,1.5,2,4,5.1,3.1,1.2,64,85.3
104,合碍釜,2014-06-24,19.6,17.3,23.9,1,3,3.5,4.5,2.5,1.1,66,84.9
104,合碍釜,2014-06-25,22.7,15.9,27.6,,,,6.5,3.8,1.4,48,68.9
104,合碍釜,2014-06-26,21.7,18.4,26.8,,,,4.8,2.7,1.1,58,78.3
104,合碍釜,2014-06-27,23,18.3,28.4,,,,4.5,2.3,1.2,49,72.3
104,合碍釜,2014-06-28,21.7,17.9,26.6,4.5,5.5,7.5,6.7,4,1.3,50,75.6
104,合碍釜,2014-06-29,20.7,17.1,24.3,,,,5.8,3,1.4,67,80.3
104,合碍釜,2014-06-30,21.6,17.7,26.2,,,,6,3.7,1.2,62,80.5
104,合碍釜,2014-07-01,23.4,18.4,28,,,,5.3,3.1,1.1,53,75.3
104,合碍釜,2014-07-02,21.5,19.5,24.8,,,,4.9,2.8,1.3,70,87
104,合碍釜,2014-07-03,20.3,19.2,22.4,4,18.5,46.5,4,2.8,1.2,83,90.4
104,合碍釜,2014-07-04,21.9,19.2,25,.2,.2,.3,6.8,3.6,1.9,65,82.9
104,合碍釜,2014-07-05,21.2,18.4,24.7,,,,5,2.7,1.4,60,78.3
104,合碍釜,2014-07-06,20.7,17.1,24.8,,,,5.8,3.6,1.3,61,80
104,合碍釜,2014-07-07,21.9,16.8,26.8,,,,5.9,3.2,1.6,59,76.9
104,合碍釜,2014-07-08,24,18.9,27.8,,,,6.6,4.4,1.4,62,76.4
104,合碍釜,2014-07-09,25.9,23.3,31.9,9,16.5,19,12.3,7.1,1.7,52,79.5
104,合碍釜,2014-07-10,24.8,22.6,28.3,0,0,0,8,4.8,1.9,53,76
104,合碍釜,2014-07-11,29.1,22.5,34.1,,,,10.7,6.5,3,22,36.5
104,合碍釜,2014-07-12,25.8,23.7,28.7,0,0,0,12.7,7.7,2.6,42,57.9
104,合碍釜,2014-07-13,26.8,21.8,30,.2,.5,.5,7.5,4.7,2.1,41,56.1
104,合碍釜,2014-07-14,27.4,22.7,31.5,,,,6.7,4.3,1.9,31,47.5
104,合碍釜,2014-07-15,27.2,22.4,31,,,,4.9,3.2,1.7,39,53.5
104,合碍釜,2014-07-16,26.3,23,29.9,,,,5.4,3.6,1.5,48,60.9
104,合碍釜,2014-07-17,26.5,22.1,31.4,,,,5.7,3.2,1.5,44,62.8
104,合碍釜,2014-07-18,28.1,24.1,32.8,0,0,0,7.4,3.9,2,36,55
104,合碍釜,2014-07-19,27.1,23.2,32.1,.1,.1,.1,6.3,4.2,1.6,44,64.3
104,合碍釜,2014-07-20,25.9,21.8,30.7,,,,5.8,3.7,1.5,52,70.5
104,合碍釜,2014-07-21,29.5,22.4,35.5,,,,7.9,4.9,2,32,53.8
104,合碍釜,2014-07-22,27.7,23.5,31.4,1,2,3.5,9.2,5.7,2.4,41,57.4
104,合碍釜,2014-07-23,25.6,23.7,28.5,.5,2,4.5,8.3,5.5,1.9,49,70.3
104,合碍釜,2014-07-24,25.4,20.5,31.5,.5,1.5,3,7.2,5.3,1.8,44,65.8
104,合碍釜,2014-07-25,22.4,21.1,26.9,4.5,6.5,9.5,5.4,3.5,1.5,68,86.9
104,合碍釜,2014-07-26,26.3,21,31.6,,,,15.4,8,3.6,44,60.4
104,合碍釜,2014-07-27,22.4,17.9,27.4,0,0,0,5.5,3.3,1.5,48,71
104,合碍釜,2014-07-28,23,17.9,29.2,,,,6.8,4,1.5,32,63.8
104,合碍釜,2014-07-29,23.4,19.9,27.9,0,0,0,6.3,3.4,1.3,42,70.9
104,合碍釜,2014-07-30,25.4,20.1,31.4,,,,4.6,2.4,1.2,52,73.1
104,合碍釜,2014-07-31,25.7,22.7,31.4,9,26.5,29.5,7.6,4.8,1.7,57,74.9
104,合碍釜,2014-08-01,26.9,22.4,31.7,,,,5,2.6,1.2,45,69.3
104,合碍釜,2014-08-02,25.2,22.6,27.3,,,,4.5,3,1.3,72,83
104,合碍釜,2014-08-03,23.5,22.8,25,1,4,18.5,8.7,5.5,1.9,85,91.1
104,合碍釜,2014-08-04,24.7,22.9,27.5,.5,1,1.5,4.7,2.5,.9,78,89.1
104,合碍釜,2014-08-05,27.6,23.5,32.5,,,,5.1,2.9,1.3,53,73.5
104,合碍釜,2014-08-06,25.2,23,28.8,1.5,4.5,13.5,4.6,2.5,1.2,57,79.8
104,合碍釜,2014-08-07,21.9,18.8,25.7,1.5,2.5,4,5.7,3.7,1.6,60,78
104,合碍釜,2014-08-08,21.9,17.9,25.7,,,,6.2,3.1,1.3,66,80.3
104,合碍釜,2014-08-09,22.4,19,25.2,5.5,14.5,36.5,7.6,3.4,1.8,64,80.9
104,合碍釜,2014-08-10,21.6,20.1,22.5,4.5,13,40.5,8.7,4.2,3,86,89.4
104,合碍釜,2014-08-11,24.5,18.2,30.1,1,2,2.5,6.3,3.9,1.8,38,63.9
104,合碍釜,2014-08-12,25.7,21.8,30.2,,,,5.7,3.4,1.8,40,56
104,合碍釜,2014-08-13,23.6,19.9,27.1,.1,.3,.5,6.3,4.3,1.5,55,73.8
104,合碍釜,2014-08-14,20.6,18.5,23.7,.5,1,4.5,6.1,3.9,1.2,68,84.1
104,合碍釜,2014-08-15,21.5,19.2,24.7,1.5,2.5,3,4.3,2.3,.9,66,83.6
104,合碍釜,2014-08-16,22.7,20.5,26.3,0,0,0,5.7,3.1,1.1,69,83.5
104,合碍釜,2014-08-17,21.7,19.6,24.6,.5,1.5,3,3.9,2.2,.8,75,86.9
104,合碍釜,2014-08-18,19.8,19,20.5,2.5,8,52,5.3,3.3,1.5,86,89.5
104,合碍釜,2014-08-19,20,19.2,21.6,2.5,8.5,27,5.4,3,1.6,82,89.5
104,合碍釜,2014-08-20,21.3,19.2,24.1,.1,.2,.5,3.2,1.8,.8,76,87.8
104,合碍釜,2014-08-21,21.5,20.6,22.6,1.5,5.5,27,4.5,2.8,1,87,90.5
104,合碍釜,2014-08-22,25.5,18.8,31.1,,,,8.2,4.3,1.9,37,60.4
104,合碍釜,2014-08-23,26.5,22.3,32.1,0,0,0,5.8,3.6,1.7,40,60.4
104,合碍釜,2014-08-24,25.2,22.3,29.8,.1,.2,.2,5.5,3.1,1.5,36,67.9
104,合碍釜,2014-08-25,20.9,19.7,23.4,2.5,7,31,5.3,3.8,1.5,75,88.8
104,合碍釜,2014-08-26,19.7,18.4,21.2,3.5,14,45.5,6.7,3.9,1.6,85,90.1
104,合碍釜,2014-08-27,20.2,18.3,22.4,.5,1,1.5,5,3,1.6,64,77.8
104,合碍釜,2014-08-28,20.9,17.8,24.5,,,,5.9,3.4,1.3,57,75.8
104,合碍釜,2014-08-29,21,18,25.1,,,,5.6,3.1,1.1,57,75.9
104,合碍釜,2014-08-30,20.2,15.4,24.8,,,,5.4,3,1.4,49,72.9
104,合碍釜,2014-08-31,20,14,25.2,,,,3.7,2.2,1.1,47,69.8
104,合碍釜,2014-09-01,20.6,16.3,25,,,,5.4,3.3,1.3,53,73.3
104,合碍釜,2014-09-02,20.5,16.8,25,1,2.8,3.5,5.3,3.1,1.4,64,78.9
104,合碍釜,2014-09-03,18.7,17.9,19.6,3.5,15.5,104,4.3,2.4,1.2,88,91.1
104,合碍釜,2014-09-04,23.4,18.5,28.4,,,,7.5,4.7,1.6,43,67
104,合碍釜,2014-09-05,24.4,17.2,30.3,,,,7.3,3.5,1.7,31,53.6
104,合碍釜,2014-09-06,23.1,20.7,26.1,,,,4.9,3.1,1.5,56,70.5
104,合碍釜,2014-09-07,21.9,19.4,25.8,,,,4.9,2.9,1.1,64,81.5
104,合碍釜,2014-09-08,22.8,18.1,27.8,,,,4.8,2.8,1.2,62,75.6
104,合碍釜,2014-09-09,21.3,18.3,24.9,,,,6.2,3.4,1.5,57,73.3
104,合碍釜,2014-09-10,20.5,16.1,24.9,,,,5.9,2.9,1.2,61,76.9
104,合碍釜,2014-09-11,20.5,16.9,24.8,,,,5.7,3,1.3,55,74.6
104,合碍釜,2014-09-12,20.3,15.9,23.9,.2,.3,.4,6.5,3.4,1.5,62,76
104,合碍釜,2014-09-13,20.2,17.2,23.8,0,0,0,5.9,3,1.7,55,70.4
104,合碍釜,2014-09-14,19.9,14.1,24.2,,,,6.9,3.5,1.4,51,70.3
104,合碍釜,2014-09-15,21.4,18,27.5,2.5,4.5,4.5,6.7,3.4,1.3,39,72.6
104,合碍釜,2014-09-16,19.5,16.6,23.1,,,,6.4,3.3,1.5,55,74
104,合碍釜,2014-09-17,18,16,23,3.5,5,12.5,7.8,4.2,1.3,63,82.3
104,合碍釜,2014-09-18,18.9,15.3,23.4,,,,5.1,3.2,1.9,50,67.1
104,合碍釜,2014-09-19,19.6,15.5,24.1,,,,5,3.4,1.7,34,60.8
104,合碍釜,2014-09-20,19.3,14.5,24.1,,,,5.1,3,1.3,45,69.3
104,合碍釜,2014-09-21,19,15.9,24.1,,,,5.7,4.1,1.9,37,62.3
104,合碍釜,2014-09-22,19,15.1,23.2,,,,5.9,3,1.3,58,75.8
104,合碍釜,2014-09-23,19.9,14.6,24.9,,,,6.4,3.2,1.3,55,74.4
104,合碍釜,2014-09-24,17.5,16.2,19.1,1,4,23,4.7,3.4,1.3,79,86
104,合碍釜,2014-09-25,17.3,15.3,19.4,5.5,14.5,16.5,6.1,3.8,1.5,69,84.3
104,合碍釜,2014-09-26,18.3,14,22,,,,5.3,3.2,1.3,49,70.3
104,合碍釜,2014-09-27,20.9,13.8,26,,,,6.5,4,1.7,38,66
104,合碍釜,2014-09-28,20.5,18.3,24.5,0,0,0,6.2,3.6,1.4,52,73.3
104,合碍釜,2014-09-29,19.5,17.5,21.8,.5,1,1.5,6.1,3.1,1.1,64,82
104,合碍釜,2014-09-30,14,12.6,19.1,3,8.5,25,10.5,5.2,1.8,63,82.9
104,合碍釜,2014-10-01,15.8,12.4,20.3,,,,6.8,3.7,1.4,62,81
104,合碍釜,2014-10-02,18.4,13,23.4,,,,6.5,3.2,1.4,52,73.1
104,合碍釜,2014-10-03,17.9,14.3,23,2,5,9,7.9,4.7,2.2,35,61.9
104,合碍釜,2014-10-04,14.1,11.5,16.6,2.5,5,7.5,5.4,2.7,1.2,54,75
104,合碍釜,2014-10-05,14.5,9.8,19.1,,,,6.5,3,1.5,40,61.5
104,合碍釜,2014-10-06,14.9,10.5,18.8,.5,.5,.5,7,4.3,2.4,37,62.4
104,合碍釜,2014-10-07,15.7,9.4,21.4,,,,7,4,1.9,36,61.1
104,合碍釜,2014-10-08,16.4,11.9,21.7,,,,6.3,4,1.8,34,59.9
104,合碍釜,2014-10-09,17.3,9.9,23.6,,,,4.5,2.8,1.5,37,57.3
104,合碍釜,2014-10-10,16.1,13.4,20,.1,.1,.1,8.3,4.4,1.5,44,74.3
104,合碍釜,2014-10-11,15.5,12.7,19.4,,,,5,2.6,1.2,55,74
104,合碍釜,2014-10-12,16.8,10.7,21.5,0,0,0,5.9,3.5,1.3,54,75
104,合碍釜,2014-10-13,13.6,11.2,18.5,3.5,13,28,12.2,6.2,3.5,66,76.5
104,合碍釜,2014-10-14,11.5,6.6,15.8,,,,6.3,3.8,1.8,38,62
104,合碍釜,2014-10-15,14,6.4,19.2,,,,7,4.3,2.2,30,51.1
104,合碍釜,2014-10-16,14.1,9.6,18.9,0,0,0,11.7,6.9,2.9,21,41.3
104,合碍釜,2014-10-17,14.1,7.1,20,,,,5.7,4.1,2.4,17,34.1
104,合碍釜,2014-10-18,16.5,10.9,22,,,,5,3.2,1.8,27,40.1
104,合碍釜,2014-10-19,17.9,11.6,22.5,,,,6.1,4.3,1.8,26,47.3
104,合碍釜,2014-10-20,15.5,12.5,19.9,.5,1,5,6.3,3.9,1.2,22,79.3
104,合碍釜,2014-10-21,12.7,10.3,16,3,9,56.5,9.1,4.1,2,80,86.4
104,合碍釜,2014-10-22,10.3,7.8,11.5,.5,.5,1,5.3,3.5,1.9,68,77.1
104,合碍釜,2014-10-23,13.1,7,18.2,,,,6,3.5,2,37,60.5
104,合碍釜,2014-10-24,17,10.6,21.6,,,,5.3,3.7,1.6,28,48.3
104,合碍釜,2014-10-25,19.8,14.6,25.9,,,,6.3,4.2,2.4,21,31.9
104,合碍釜,2014-10-26,19.5,14.6,25.3,0,0,0,10.1,6.6,3.1,15,35.1
104,合碍釜,2014-10-27,12.2,8.2,15.7,0,0,0,8.9,5.5,2.4,33,51
104,合碍釜,2014-10-28,11.8,6.5,17.3,,,,5.8,3.1,1.5,31,55.5
104,合碍釜,2014-10-29,13.5,8.4,19,,,,4.6,2.8,1.7,18,40.8
104,合碍釜,2014-10-30,14.9,9.5,20.3,,,,4.3,2.5,1,22,39.3
104,合碍釜,2014-10-31,14.7,12.5,18,.5,1,2.5,4.2,2.7,1,55,76.6
104,合碍釜,2014-11-01,14.1,12.4,17,,,1,3.4,2.6,.9,77,89.4
104,合碍釜,2014-11-02,13.5,8.3,17.2,,,,14.6,8.9,4,19,39.6
104,合碍釜,2014-11-03,9,3.1,14.9,,,,8.3,5.3,2.7,16,30.5
104,合碍釜,2014-11-04,11.9,5.5,17.3,,,,5.7,4.3,2.1,27,41.5
104,合碍釜,2014-11-05,12.9,7.2,18,,,,6.6,3.6,1.8,25,45.8
104,合碍釜,2014-11-06,13.6,10.7,17.8,,,9.5,6.8,3.9,1.5,41,59.8
104,合碍釜,2014-11-07,8.8,7,10.8,,,44,5.7,3.9,1.7,83,90.8
104,合碍釜,2014-11-08,11,6.6,13.5,,,,4.3,2.2,.9,76,85.4
104,合碍釜,2014-11-09,11.6,7.2,17.6,,,,7.2,4.8,1.4,23,58.1
104,合碍釜,2014-11-10,10.9,7,16.2,,,,4.9,3,1.7,22,42.3
104,合碍釜,2014-11-11,12.5,7.2,17.9,,,,6.8,4,2,14,34.3
104,合碍釜,2014-11-12,8.6,1.8,12.4,,,,14.6,7.5,4.5,21,35
104,合碍釜,2014-11-13,2,-2,6.6,,,,10.8,7.1,3.5,13,21.3
104,合碍釜,2014-11-14,5.8,-.7,10.4,,,,11.7,6.7,3,18,30.9
104,合碍釜,2014-11-15,5.2,1,9.9,,,,5.9,3.3,1.4,23,44.8
104,合碍釜,2014-11-16,7.7,2.3,11.8,,,,5.6,2.9,1.4,14,32.9
104,合碍釜,2014-11-17,7.4,3.6,11.1,,,,8.7,5.9,2.5,34,48.8
104,合碍釜,2014-11-18,6.3,1.7,11.1,,,,4.9,3,1.5,24,45.8
104,合碍釜,2014-11-19,7.5,2.8,12.6,,,,5.1,3,1.9,21,38.8
104,合碍釜,2014-11-20,8.9,2.6,14,,,,5.3,3.4,2,14,35
104,合碍釜,2014-11-21,12.5,7.4,17.3,,,,6.3,3.7,1.9,28,42
104,合碍釜,2014-11-22,11.8,8.6,14.5,,,0,7.7,4.9,2.3,41,54.4
104,合碍釜,2014-11-23,9.8,5.3,13.6,,,,4.4,2.9,1.1,48,66.5
104,合碍釜,2014-11-24,10.2,7.8,13.5,,,,4.1,2.6,1,33,59.9
104,合碍釜,2014-11-25,7.5,6.5,9.6,,,21,5.9,3.4,1.9,64,83.8
104,合碍釜,2014-11-26,7.5,4.8,11.6,,,0,4.8,3.3,1.7,56,74.5
104,合碍釜,2014-11-27,9.3,4.2,15.5,,,,5.5,3.3,1.6,38,64.4
104,合碍釜,2014-11-28,9.2,5.7,11.9,,,1.5,7.9,4.5,1.6,60,76.4
104,合碍釜,2014-11-29,9.3,6.7,11,,,.5,6.3,3.7,1.4,77,83.4
104,合碍釜,2014-11-30,8.9,6.6,10.5,,,3,3.7,2.9,.9,75,86.4
104,合碍釜,2014-12-01,2.6,-4.7,10.8,,,0,15.4,9.1,5.1,24,37.1
104,合碍釜,2014-12-02,-3.4,-5.7,-.3,,,,16.2,8.9,5.1,10,18.4
104,合碍釜,2014-12-03,.7,-5.1,3.8,,,0,16.2,9.2,3.7,20,35.1
104,合碍釜,2014-12-04,-1.2,-4.1,3.2,,,,10.7,6,2.1,21,31.9
104,合碍釜,2014-12-05,-3.6,-9.1,2.6,,,,10.3,5.9,2.6,14,30.3
104,合碍釜,2014-12-06,-2.7,-6.3,1.9,,,,9.1,6,3,17,31.8
104,合碍釜,2014-12-07,-1,-7,4.5,,,,4.8,3.3,1.8,14,32.6
104,合碍釜,2014-12-08,2.2,-2,7.4,,,,7,4.6,1.9,15,38.6
104,合碍釜,2014-12-09,1.2,-3.4,6.9,,,,5.1,3.3,1.6,15,29.3
104,合碍釜,2014-12-10,6,.5,10.2,,,0,8,4.9,2.4,20,42.3
104,合碍釜,2014-12-11,2.4,-1.8,6.1,,,0,10.1,6.1,2.6,22,38.4
104,合碍釜,2014-12-12,-1,-4.1,2.9,,,,10.6,6.8,2.6,17,37.6
104,合碍釜,2014-12-13,-3,-5.5,-.7,,,,11.6,7.5,4.6,15,22.5
104,合碍釜,2014-12-14,-1.8,-7.4,2.6,,,,13.1,7.7,3.4,22,36.4
104,合碍釜,2014-12-15,2.1,-3.3,5.8,,,0,6.3,4.2,1.9,36,57
104,合碍釜,2014-12-16,-1.6,-8.2,3.8,,,0,11.8,6.4,3,23,43
104,合碍釜,2014-12-17,-7.4,-10,-4.4,,,,14.7,8.6,5.1,15,21.6
104,合碍釜,2014-12-18,-5.9,-13.2,-.4,,,,5.8,4,2,12,25.5
104,合碍釜,2014-12-19,2.4,-5.2,7.3,,,,8.6,5.8,2.2,19,31.1
104,合碍釜,2014-12-20,2.5,-5.3,6.7,,,0,11.3,6.5,3.3,18,37.6
104,合碍釜,2014-12-21,-4,-7.8,1.3,,,,9.9,6.3,2.7,19,31.4
104,合碍釜,2014-12-22,-2,-8.1,4,,,,9.2,5.4,2.1,20,34.4
104,合碍釜,2014-12-23,3.4,-3.9,7.7,,,,6.9,4.9,2.2,23,41.6
104,合碍釜,2014-12-24,5.8,.9,9.9,,,0,9.5,6.6,2.6,25,41.6
104,合碍釜,2014-12-25,-.1,-4,4.6,,,,8.8,5.8,2.5,18,33.8
104,合碍釜,2014-12-26,-1.2,-4.9,3.4,,,,4.8,2.9,1.5,19,35.6
104,合碍釜,2014-12-27,3.2,-3.4,9.2,,,,5.3,3,1.8,17,29.4
104,合碍釜,2014-12-28,3.1,-2.3,7.9,,,,5.2,3,1.5,20,36.5
104,合碍釜,2014-12-29,3.9,-2,8.7,,,,8.5,5.1,2.1,25,47
104,合碍釜,2014-12-30,4.6,.3,8.9,,,,12.7,8,3.3,13,29.6
104,合碍釜,2014-12-31,1,-4.3,5.4,,,,10,5.9,3,13,30.9
104,合碍釜,2015-01-01,-5,-8.6,-.9,,,,9.7,5.5,2.5,14,25
104,合碍釜,2015-01-02,-3.2,-6.7,.2,,,,12.8,7.7,3.5,19,25.1
104,合碍釜,2015-01-03,.9,-6.7,7.5,,,,8.9,6.3,2.7,10,24.3
104,合碍釜,2015-01-04,4.5,-.5,10.7,,,,5.9,3.3,1.6,29,50
104,合碍釜,2015-01-05,7.1,1.1,13.7,,,,7.6,4.9,2.1,13,34.9
104,合碍釜,2015-01-06,2.8,-4.5,7.6,,,0,8.3,6.1,2.7,20,39.8
104,合碍釜,2015-01-07,-3.1,-7.7,1.8,,,,6,3.7,2.1,13,28.1
104,合碍釜,2015-01-08,-.9,-4.7,4.7,,,,6.2,4.3,2.8,15,27.3
104,合碍釜,2015-01-09,.5,-4.6,6,,,,9.5,5.9,2.9,13,27.3
104,合碍釜,2015-01-10,2.1,-2.6,6.8,,,,10.3,6.7,2.6,16,33.5
104,合碍釜,2015-01-11,1.3,-1,3.9,,,0,9.5,5.5,2.4,31,55.4
104,合碍釜,2015-01-12,-.6,-4.7,4.8,,,,5.9,3.5,1.7,27,47.5
104,合碍釜,2015-01-13,2.8,-3.1,8.7,,,,5.2,3.7,1.7,14,29.3
104,合碍釜,2015-01-14,5.4,2.1,8.3,,,,6.5,3.8,2,13,43.3
104,合碍釜,2015-01-15,3,.3,4.7,,,2,6.7,4.4,2,64,84.1
104,合碍釜,2015-01-16,2.9,-.9,7.2,,,,10,6,2.7,40,55
104,合碍釜,2015-01-17,.4,-3.9,4.8,,,,8.6,5.7,2.8,13,27.3
104,合碍釜,2015-01-18,2.4,-2.2,7.9,,,0,11,6.6,3.1,10,31
104,合碍釜,2015-01-19,2.9,-1.8,6.9,,,,9.8,6.5,2.8,25,40.4
104,合碍釜,2015-01-20,1.7,-2.7,6,,,,5.4,3.3,1.7,27,52.1
104,合碍釜,2015-01-21,2.9,.1,4.9,,,0,3.4,2.4,1.1,61,72.1
104,合碍釜,2015-01-22,1.5,.4,3,,,8.7,6.9,4.3,2.5,69,82.8
104,合碍釜,2015-01-23,2.2,-2.3,7.3,,,,5.8,3.5,1.9,40,58.3
104,合碍釜,2015-01-24,3.7,-1.4,9.5,,,,6.3,4.2,1.7,25,45.9
104,合碍釜,2015-01-25,3.8,.1,7.1,,,0,4.6,3,1.4,36,65
104,合碍釜,2015-01-26,4.6,2.1,6.9,,,0,8.4,4.8,1.6,54,80
104,合碍釜,2015-01-27,.6,-4.2,5.9,,,7.3,7.2,3.9,1.9,47,73.8
104,合碍釜,2015-01-28,-2.1,-6.7,1.9,,,4.8,6.2,4.2,1.4,61,79
104,合碍釜,2015-01-29,.1,-4.5,3.5,,,0,3.8,2.7,1,50,72.6
104,合碍釜,2015-01-30,.7,-2.8,4.1,,,,9.9,6.8,3.1,20,38.8
104,合碍釜,2015-01-31,-2.5,-6.2,1.6,,,,6.7,3.9,1.9,37,52.4
104,合碍釜,2015-02-01,-.9,-4.7,3.6,,,,5.5,3.4,1.6,23,45.8
104,合碍釜,2015-02-02,.5,-4.2,4.8,,,,5.4,2.8,1.2,44,63.3
104,合碍釜,2015-02-03,1.3,-2.7,5.4,,,0,5,2.7,1.2,57,73.6
104,合碍釜,2015-02-04,1.5,-1.5,5,,,0,5.8,3.5,1.6,56,73.8
104,合碍釜,2015-02-05,.1,-3.1,2.9,,,4.2,6.3,3.3,1.8,61,79.3
104,合碍釜,2015-02-06,2.5,-2.7,7.4,,,,5.4,3.6,1.9,27,46.3
104,合碍釜,2015-02-07,3.6,.6,7.2,,,,8.1,5.5,2.2,27,41.6
104,合碍釜,2015-02-08,-4.2,-8.7,3.3,,,,10.7,7.1,3.7,11,23.6
104,合碍釜,2015-02-09,-3.2,-11.8,1.6,,,,14,8.4,3.6,11,23.6
104,合碍釜,2015-02-10,2.8,-3.2,6.8,,,,11.1,6.6,3.1,31,38.5
104,合碍釜,2015-02-11,4.8,.3,9.9,,,,9.6,6.4,3,20,42
104,合碍釜,2015-02-12,.1,-4,4.1,,,,9.9,7.1,2.7,16,25.4
104,合碍釜,2015-02-13,-.1,-3.7,5,,,,8.8,5.1,3.3,14,25
104,合碍釜,2015-02-14,4.5,-2.9,10.5,,,,12.6,7.5,3,21,41
104,合碍釜,2015-02-15,5.8,1.8,9.4,,,,6.3,3.7,1.4,47,64.5
104,合碍釜,2015-02-16,3.9,2.2,5.4,,,5,6.3,4,1.2,74,83.9
104,合碍釜,2015-02-17,2.2,.5,4.8,,,.5,8.6,5.1,2.4,69,83.6
104,合碍釜,2015-02-18,2.2,.4,5.3,,,.8,5.7,3.8,1.9,63,74
104,合碍釜,2015-02-19,.6,-1.7,3.1,,,6.1,4.5,3.1,1.5,70,85
104,合碍釜,2015-02-20,3.1,-3.5,9.1,,,,6.9,4.4,1.7,38,67.8
104,合碍釜,2015-02-21,3.9,2.5,5.7,,,1,4,2.6,1,68,84.5
104,合碍釜,2015-02-22,5.7,2.3,13.9,,,,16.5,9.1,3.1,29,60.9
104,合碍釜,2015-02-23,3.8,.5,9.4,,,,10.2,6.2,3.2,19,37.5
104,合碍釜,2015-02-24,2.7,-1.6,7.1,,,,6.8,4.1,1.8,24,46.5
104,合碍釜,2015-02-25,3.8,-.9,9.4,,,,5.5,3.1,1.2,42,65
104,合碍釜,2015-02-26,4.8,-1.7,8.4,,,,15.5,9.2,4.5,15,36.3
104,合碍釜,2015-02-27,-1.3,-4.1,2.5,,,,8.7,6,2.2,24,38.4
104,合碍釜,2015-02-28,3.2,-2.5,7.1,,,,7,4.6,1.6,21,40.5
104,合碍釜,2015-03-01,5.3,2.3,9.4,,,,10.2,6.4,2.7,21,36.8
104,合碍釜,2015-03-02,6.1,-1.6,11.4,,,,7.5,5.3,2.7,14,25.8
104,合碍釜,2015-03-03,6.1,3.4,9.6,,,0,8.1,5.5,2.2,28,46.5
104,合碍釜,2015-03-04,.4,-3,4.5,,,,15.6,8,4.7,14,24.5
104,合碍釜,2015-03-05,-.6,-5.3,3.4,,,,6.8,3.5,1.6,22,39.8
