¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’±‚ø¬(°∆C),√÷¿˙±‚ø¬(°∆C),√÷∞Ì±‚ø¬(°∆C),10∫– √÷¥Ÿ ∞≠ºˆ∑Æ(mm),1Ω√∞£ √÷¥Ÿ∞≠ºˆ∑Æ(mm),¿œ∞≠ºˆ∑Æ(mm),√÷¥Î º¯∞£ «≥º”(m/s),√÷¥Î «≥º”(m/s),∆Ú±’ «≥º”(m/s),√÷º“ ªÛ¥ÎΩ¿µµ(%),∆Ú±’ ªÛ¥ÎΩ¿µµ(%)
104,∫œ∞≠∏™,2023-12-07,8,3.8,11.3,,,,14.9,8.1,2.6,26,39.9
104,∫œ∞≠∏™,2023-12-08,13.6,6.2,18.3,,,,10.3,4.7,2,34,43.5
104,∫œ∞≠∏™,2023-12-09,15,10,20.3,,,,8.6,4.4,1.9,38,61.4
104,∫œ∞≠∏™,2023-12-10,9.4,8.1,11.9,,,37.9,5,2.6,1.3,67,87.5
104,∫œ∞≠∏™,2023-12-11,8.1,4.6,10.1,,,94.4,10,4.1,2.5,91,95.9
104,∫œ∞≠∏™,2023-12-12,3.6,1.2,4.8,,,18,6.9,3.6,1.6,89,95.4
104,∫œ∞≠∏™,2023-12-13,6.1,.7,11.4,,,,4.1,2.3,.9,45,79.3
104,∫œ∞≠∏™,2023-12-14,6.4,4,8.1,,,16.1,8.1,4.4,1.7,80,88.8
104,∫œ∞≠∏™,2023-12-15,2.1,1.1,4.1,,,60.6,8.3,3.9,2.3,92,96.9
104,∫œ∞≠∏™,2023-12-16,-.6,-6.8,5.5,,,.2,14.8,8,2.9,32,55.8
104,∫œ∞≠∏™,2023-12-17,-6.5,-9.9,-2.6,,,,10.3,5.4,2,22,33.1
104,∫œ∞≠∏™,2023-12-18,-3.9,-8.9,.4,,,,5.2,3.3,1.3,18,33.4
104,∫œ∞≠∏™,2023-12-19,-1.4,-4.8,2.4,,,,4.4,2.6,.8,32,50.3
104,∫œ∞≠∏™,2023-12-20,-3.5,-7.9,-.2,,,0,7.3,4.1,1.7,29,48.5
104,∫œ∞≠∏™,2023-12-21,-7.4,-10.8,-2.8,,,,9.1,5.9,1.9,20,32.5
104,∫œ∞≠∏™,2023-12-22,-7.1,-12,-1.2,,,,6.9,3.7,1.6,19,35
104,∫œ∞≠∏™,2023-12-23,-3.3,-9,2.6,,,,3.8,2.6,1.3,21,35.4
104,∫œ∞≠∏™,2023-12-24,-.4,-3.6,4.5,,,,6.2,3.4,1.2,29,48.3
104,∫œ∞≠∏™,2023-12-25,.8,-3.6,5.1,,,,9.6,4.4,1.4,34,51.8
104,∫œ∞≠∏™,2023-12-26,2.9,-2.2,8.3,,,,8.9,3.9,1.3,31,50.9
104,∫œ∞≠∏™,2023-12-27,2.1,-.9,6.4,,,,4,1.8,.8,48,66.1
104,∫œ∞≠∏™,2023-12-28,3.3,-.6,8.8,,,,8,4.7,1.2,31,57.8
104,∫œ∞≠∏™,2023-12-29,4.2,-.9,9.9,,,,6.9,3.3,1.3,30,48.5
104,∫œ∞≠∏™,2023-12-30,3.8,2.5,5.6,,,.1,4.6,2.7,.8,48,70
104,∫œ∞≠∏™,2023-12-31,2.4,1.6,3.3,,,17.1,9.2,3.9,2,88,94.5
104,∫œ∞≠∏™,2024-01-01,3.3,1.2,5.9,,,.9,3.4,1.9,.7,58,83.3
104,∫œ∞≠∏™,2024-01-02,5.5,2.3,9.5,,,,8.2,3.5,1.5,37,54.1
104,∫œ∞≠∏™,2024-01-03,3.8,.6,7.4,,,,7.8,4.3,1.5,39,54.3
104,∫œ∞≠∏™,2024-01-04,3.5,-.9,9,,,,6,3.4,1.5,23,47.5
104,∫œ∞≠∏™,2024-01-05,7.3,1.2,12.1,,,,9.5,4.3,1.9,27,46.5
104,∫œ∞≠∏™,2024-01-06,3,-1.2,7.1,,,,10.1,5.7,2,19,38.9
104,∫œ∞≠∏™,2024-01-07,-.9,-5.3,2.2,,,,11.6,6.2,2.5,14,29
104,∫œ∞≠∏™,2024-01-08,-1.7,-7.5,4,,,,6.4,3.2,1.5,15,32.9
104,∫œ∞≠∏™,2024-01-09,1.7,-3.3,5.4,,,0,3,1.6,.7,43,63
104,∫œ∞≠∏™,2024-01-10,2,-2,5.4,,,0,5.9,2.9,1.5,48,62.6
104,∫œ∞≠∏™,2024-01-11,3.3,-1.5,7.3,,,,10.4,4.3,2.2,25,46.6
104,∫œ∞≠∏™,2024-01-12,3.9,.5,8.6,,,,6.4,4.2,1.6,13,38.6
104,∫œ∞≠∏™,2024-01-13,.8,-3.1,3.9,,,,9.7,5.3,1.8,25,44.5
104,∫œ∞≠∏™,2024-01-14,4.9,-3.1,11.2,,,0,11.2,6.9,1.5,21,45.1
104,∫œ∞≠∏™,2024-01-15,.6,-2.4,4.7,,,,5.4,2.8,1.1,39,54.5
104,∫œ∞≠∏™,2024-01-16,1.8,-3.8,6.4,,,,4.8,2.7,1.2,23,38.3
104,∫œ∞≠∏™,2024-01-17,7.2,3.3,10.3,,,0,8.1,4.3,1.5,13,43.5
104,∫œ∞≠∏™,2024-01-18,5.5,4.2,7,,,1.8,6.7,3.6,1.3,64,80
104,∫œ∞≠∏™,2024-01-19,2,1.2,4.3,,,3.7,3.7,1.9,1,75,94.1
104,∫œ∞≠∏™,2024-01-20,1.5,.2,2.8,,,23.9,7.8,3.7,1.9,90,96
104,∫œ∞≠∏™,2024-01-21,.7,0,2,,,1,5.4,2.2,1.2,81,92
104,∫œ∞≠∏™,2024-01-22,-3.6,-9.4,2.8,,,,12.6,5.2,2.2,33,52.3
104,∫œ∞≠∏™,2024-01-23,-8.5,-11.4,-4.5,,,,7.9,4.2,1.9,31,46.3
104,∫œ∞≠∏™,2024-01-24,-7.2,-12.4,-2.4,,,,8.3,4.1,1.8,27,42.4
104,∫œ∞≠∏™,2024-01-25,-4.1,-9.2,1.2,,,,4.6,2.3,1.1,24,44
104,∫œ∞≠∏™,2024-01-26,-.5,-5,3.9,,,,4.6,2.7,1.3,25,44.8
104,∫œ∞≠∏™,2024-01-27,1.3,-1.5,6.1,,,,4.6,2.4,1.1,28,53.9
104,∫œ∞≠∏™,2024-01-28,.5,-2.6,4.3,,,,4.4,2,.9,36,56.3
104,∫œ∞≠∏™,2024-01-29,.7,-2.7,5.4,,,,3.8,2.2,.9,35,55.8
104,∫œ∞≠∏™,2024-01-30,.7,-2.7,4.5,,,,4.3,1.9,.7,47,66.3
104,∫œ∞≠∏™,2024-01-31,4.7,-1.7,10.6,,,,5.3,2.8,.8,26,52.1
104,∫œ∞≠∏™,2024-02-01,.5,-1.4,4.9,,,12.4,6,3.5,1.3,47,88.6
104,∫œ∞≠∏™,2024-02-02,.4,-1.2,1.9,,,.2,2.9,2,.6,87,93
104,∫œ∞≠∏™,2024-02-03,1.6,.4,3,,,0,4.3,2.3,.7,76,88
104,∫œ∞≠∏™,2024-02-04,2.2,1.4,3.6,,,0,5.2,2.5,.9,74,84.8
104,∫œ∞≠∏™,2024-02-05,.4,-1.2,3,,,25,8.4,3.8,1.3,90,95.3
104,∫œ∞≠∏™,2024-02-06,-.4,-1.8,1.7,,,.1,3.6,1.8,.9,63,84
104,∫œ∞≠∏™,2024-02-07,0,-2.6,3.1,,,0,4.4,2.6,.8,61,86.4
104,∫œ∞≠∏™,2024-02-08,.5,-3.2,4.8,,,,4.1,2.4,.9,41,73.3
104,∫œ∞≠∏™,2024-02-09,1,-2.4,5.2,,,,3.6,2,.8,51,74
104,∫œ∞≠∏™,2024-02-10,1.9,-2.4,6.6,,,,7.3,3.3,1.3,35,53.4
104,∫œ∞≠∏™,2024-02-11,2.6,-1.2,7.4,,,,7.5,3.6,1.7,25,44.3
104,∫œ∞≠∏™,2024-02-12,5.8,-.7,12.1,,,,10.1,3.7,1.6,17,38.6
104,∫œ∞≠∏™,2024-02-13,11.4,4.6,15.1,,,,9.9,4.8,2.1,33,45.5
104,∫œ∞≠∏™,2024-02-14,15.9,12.3,19.4,,,,12.5,5.8,2.3,41,51.5
104,∫œ∞≠∏™,2024-02-15,3.5,-.5,15.3,,,28.4,7.1,3.7,1.4,52,91.3
104,∫œ∞≠∏™,2024-02-16,1.4,-2.6,6.2,,,0,4.3,2.5,.9,56,78.4
104,∫œ∞≠∏™,2024-02-17,7.1,-1,15.3,,,,5,2.6,.9,16,42.3
104,∫œ∞≠∏™,2024-02-18,11.1,3.5,17.6,,,.2,6.6,3.5,1.2,23,49.3
104,∫œ∞≠∏™,2024-02-19,7.4,5,12.1,,,8,5.4,2.8,1.1,74,94.1
104,∫œ∞≠∏™,2024-02-20,2.4,.6,5.2,,,33,4.6,2,.9,96,98
104,∫œ∞≠∏™,2024-02-21,1.2,-.2,2.4,,,27.1,5.1,2.1,1.3,93,96.6
104,∫œ∞≠∏™,2024-02-22,-1.1,-1.8,.3,,,22.9,6.3,2.7,1.2,81,94.4
104,∫œ∞≠∏™,2024-02-23,-1,-2.1,0,,,4.2,3.7,2.2,1.2,82,89.1
104,∫œ∞≠∏™,2024-02-24,-.1,-3.3,1.7,,,.9,2.9,1.7,.8,69,86.3
104,∫œ∞≠∏™,2024-02-25,1.2,-.3,2.9,,,2.3,5.3,3.2,.8,83,92.1
104,∫œ∞≠∏™,2024-02-26,1.3,-1.5,3.7,,,.9,4.8,2.5,1.1,71,87
104,∫œ∞≠∏™,2024-02-27,1.8,-.6,4,,,0,5,2.3,.9,48,71.9
104,∫œ∞≠∏™,2024-02-28,2.8,-1.7,7.6,,,,3.2,2,.7,47,74.4
104,∫œ∞≠∏™,2024-02-29,3.9,.7,6.9,,,,4.1,2.3,.6,51,69.9
104,∫œ∞≠∏™,2024-03-01,-.7,-5.4,3.1,,,,10.9,5.3,2.5,16,36
104,∫œ∞≠∏™,2024-03-02,-.2,-7.6,4.3,,,0,10.5,4.7,2.4,28,42.6
104,∫œ∞≠∏™,2024-03-03,3.3,-.6,7.9,,,0,7.7,3.4,1.3,26,56.3
104,∫œ∞≠∏™,2024-03-04,4,-1.1,7.7,,,,6,3.5,1,44,63.9
104,∫œ∞≠∏™,2024-03-05,3.5,2,5.8,,,9,7,3.3,1.4,59,82.5
104,∫œ∞≠∏™,2024-03-06,2.3,1.3,4.4,,,3.2,5.8,2.8,1.7,60,82.1
104,∫œ∞≠∏™,2024-03-07,2.7,.4,5.1,,,1.1,5.2,2.8,1,68,80.6
104,∫œ∞≠∏™,2024-03-08,3.3,0,7.7,,,,10.4,5.6,2.4,29,43.8
104,∫œ∞≠∏™,2024-03-09,.8,-2.3,3.9,,,,5.8,3,1.6,39,53.8
104,∫œ∞≠∏™,2024-03-10,5.2,-2.3,10.1,,,,5.3,3.5,1.4,25,39.6
104,∫œ∞≠∏™,2024-03-11,8.3,4.6,12,,,,7.8,3.6,1,17,32.5
104,∫œ∞≠∏™,2024-03-12,4.6,.4,7.5,,,.1,7.3,3.9,1.3,46,66.5
104,∫œ∞≠∏™,2024-03-13,8.1,-.5,15,,,,9.6,5.3,1.7,17,43.4
104,∫œ∞≠∏™,2024-03-14,10.7,4.6,17.2,,,,8.1,4.7,1.7,14,33.5
104,∫œ∞≠∏™,2024-03-15,14.6,5.3,21,,,,10.6,5.8,2.2,17,26.6
104,∫œ∞≠∏™,2024-03-16,11.1,5.4,14.2,,,,8.6,3.9,1.5,30,63.4
104,∫œ∞≠∏™,2024-03-17,10.1,5.2,16.5,,,,10.1,4.9,2.2,26,46.3
104,∫œ∞≠∏™,2024-03-18,6.5,1.3,10.4,,,,6.9,3.7,1.5,20,41.3
104,∫œ∞≠∏™,2024-03-19,7.8,2.9,12.6,,,4.4,10.7,5.6,2,20,53
104,∫œ∞≠∏™,2024-03-20,1.4,-.9,5.2,,,6,9.2,4.6,1.2,57,86
104,∫œ∞≠∏™,2024-03-21,3.5,-.8,7.8,,,,6.3,3.2,1.3,35,55.9
104,∫œ∞≠∏™,2024-03-22,6.7,.1,13.8,,,.5,9,4.4,1.3,41,71.3
104,∫œ∞≠∏™,2024-03-23,7.1,4.3,12.3,,,.2,4.2,2.4,.7,64,85.4
104,∫œ∞≠∏™,2024-03-24,8.2,4.5,11.5,,,,5,2.4,.6,69,84.8
104,∫œ∞≠∏™,2024-03-25,7.3,5.1,10.6,,,14.5,5.9,2.4,.9,79,90.4
104,∫œ∞≠∏™,2024-03-26,4.1,.8,8.1,,,27.6,7.1,3.5,1.3,53,84.5
104,∫œ∞≠∏™,2024-03-27,9.7,1.4,14.5,,,,5.9,3,1.3,49,67.9
104,∫œ∞≠∏™,2024-03-28,11.5,9,14.1,,,0,6.9,2.7,1.2,49,66.3
104,∫œ∞≠∏™,2024-03-29,11.8,6.2,16.1,,,,15.7,8,3,25,42.5
104,∫œ∞≠∏™,2024-03-30,9.7,5.1,18.9,,,,12,6.3,2.1,13,47.4
104,∫œ∞≠∏™,2024-03-31,9.5,3.4,13.8,,,,5.4,2.8,1.1,16,46
104,∫œ∞≠∏™,2024-04-01,10.5,6.9,15.2,,,,5.8,3.2,1.3,21,45.8
104,∫œ∞≠∏™,2024-04-02,11.2,6.2,16.3,,,,5.1,2.8,1.2,21,56.9
104,∫œ∞≠∏™,2024-04-03,8,6.8,9.1,.6,1,2.1,6.4,3.9,1.1,71,83.6
104,∫œ∞≠∏™,2024-04-04,9.5,6.8,12.9,,,,5.3,2.8,1,32,68.1
104,∫œ∞≠∏™,2024-04-05,11.5,7.3,15.7,,,,7.5,4.3,1.3,44,63.3
104,∫œ∞≠∏™,2024-04-06,15.8,8.8,20,,,,4.7,3,1.3,30,45.1
104,∫œ∞≠∏™,2024-04-07,18.4,12.3,23.6,,,,6.9,3.8,1.8,18,30.6
104,∫œ∞≠∏™,2024-04-08,16.9,10.6,22.7,,,,9.7,5.3,1.5,26,44.4
104,∫œ∞≠∏™,2024-04-09,7.8,3.5,10.8,,,,7.6,4.2,1.9,43,54.6
104,∫œ∞≠∏™,2024-04-10,11.8,2.2,17.6,,,,6.1,3.9,1.1,39,54.1
104,∫œ∞≠∏™,2024-04-11,15.1,11.4,18.6,0,0,0,3.4,2.1,.8,42,57.4
104,∫œ∞≠∏™,2024-04-12,17.9,10.2,22.7,,,,5.5,3.4,1.2,35,50.8
104,∫œ∞≠∏™,2024-04-13,20.2,15.4,25.8,,,,5.3,3.4,1.1,26,42.8
104,∫œ∞≠∏™,2024-04-14,19,14,25.1,,,,4.3,2.6,.9,26,50.9
104,∫œ∞≠∏™,2024-04-15,16.1,13.1,21.2,.5,1.2,2.2,5.7,2.9,1.1,39,75.8
104,∫œ∞≠∏™,2024-04-16,17.5,14.4,22.3,,,,9.4,5.1,2.2,29,50.5
104,∫œ∞≠∏™,2024-04-17,15.2,10.9,20.1,,,,5.2,2.6,1.3,32,55.9
104,∫œ∞≠∏™,2024-04-18,14.7,9.1,18.9,,,,4.7,2.9,1,49,70.8
104,∫œ∞≠∏™,2024-04-19,17.5,12.5,24.8,,,,5.6,2.9,1.2,21,57.9
104,∫œ∞≠∏™,2024-04-20,12.5,11.7,13.6,1.2,3.3,20.8,4.5,2.2,1,81,93.4
104,∫œ∞≠∏™,2024-04-21,13.3,11.8,15.5,.3,.7,2,4.8,2.5,1.1,82,94.4
104,∫œ∞≠∏™,2024-04-22,13.5,10.8,16.8,,,,5.7,2.8,1.2,57,81.6
104,∫œ∞≠∏™,2024-04-23,12.9,10.8,16,.2,.3,.3,6.1,3,1.3,60,80.6
104,∫œ∞≠∏™,2024-04-24,9.9,7.8,11.7,.7,2.2,11,6.7,2.8,1.1,78,92.6
104,∫œ∞≠∏™,2024-04-25,19.4,8.1,27,,,,5,2.9,1.4,24,48.9
104,∫œ∞≠∏™,2024-04-26,20.3,16.7,24.8,,,,4.7,3.1,1.3,22,41.4
104,∫œ∞≠∏™,2024-04-27,21.4,16,27.1,,,,4.7,3.2,1.2,21,42.9
104,∫œ∞≠∏™,2024-04-28,14.7,11.8,19.7,,,,8.6,4.3,1.8,40,72.1
104,∫œ∞≠∏™,2024-04-29,12.2,9,14.9,,,,6.3,3,1.4,65,76.3
104,∫œ∞≠∏™,2024-04-30,11.3,7.5,15,.1,.3,.3,5.2,2.8,.9,64,81.5
104,∫œ∞≠∏™,2024-05-01,12.4,8.2,16.8,,,,5.3,2.4,.9,52,69.5
104,∫œ∞≠∏™,2024-05-02,17,7.4,23.8,,,,4.6,3.1,1.3,26,47.5
104,∫œ∞≠∏™,2024-05-03,19.6,14.3,26.2,,,,5.1,3,1,21,45.1
104,∫œ∞≠∏™,2024-05-04,21.8,14.8,27.7,,,,3.7,2.1,.8,20,44.9
104,∫œ∞≠∏™,2024-05-05,20.7,18.3,22.6,.3,.4,1.1,5.8,3.3,1.4,36,66.3
104,∫œ∞≠∏™,2024-05-06,18.1,13.4,23.8,.2,.2,.3,9.4,4.7,2.2,48,70.8
104,∫œ∞≠∏™,2024-05-07,10.6,9.4,13.5,.9,3.5,23.5,7.3,3.6,1.8,89,95.6
104,∫œ∞≠∏™,2024-05-08,11.8,7.8,15.7,,,,4.3,2.3,1.2,48,69.6
104,∫œ∞≠∏™,2024-05-09,19,7.6,25.9,,,,7.1,3.7,1.7,25,40.3
104,∫œ∞≠∏™,2024-05-10,22.7,16.4,28.8,,,,10.5,5.7,2.6,21,37
104,∫œ∞≠∏™,2024-05-11,21.8,18.1,27.4,0,0,0,17,9.3,3.5,14,44
104,∫œ∞≠∏™,2024-05-12,17.3,12.8,22.8,0,0,0,7.8,3.7,1.3,27,52.4
104,∫œ∞≠∏™,2024-05-13,18.1,11.5,23,,,,5.8,3.2,1.3,21,40
104,∫œ∞≠∏™,2024-05-14,22.3,15.6,26.6,,,,6.2,3.7,1.7,22,33.5
104,∫œ∞≠∏™,2024-05-15,14.4,8.3,21.8,3.5,8.2,35.3,11.2,5,2.1,27,69.3
104,∫œ∞≠∏™,2024-05-16,11.7,8.1,16.7,2.8,7.9,23.6,12.4,6.1,2.7,38,69.1
104,∫œ∞≠∏™,2024-05-17,20.6,12.8,26.3,,,,8.4,4.8,1.8,30,43.3
104,∫œ∞≠∏™,2024-05-18,24.7,19.2,30.8,,,,6.6,4.1,1.7,22,34.3
104,∫œ∞≠∏™,2024-05-19,18.9,13.1,26.2,,,,8,4.4,1.6,23,58.5
104,∫œ∞≠∏™,2024-05-20,14.2,12.2,16.3,.1,.2,.4,5,2.6,1,71,82.5
104,∫œ∞≠∏™,2024-05-21,14.8,11.8,18.5,,,,6.2,3.2,1,64,80.4
104,∫œ∞≠∏™,2024-05-22,20.2,11.2,27.2,,,,5.7,2.5,.9,45,67.4
104,∫œ∞≠∏™,2024-05-23,25.7,18.5,31.9,,,,5.2,2.4,1.3,25,42.1
104,∫œ∞≠∏™,2024-05-24,15.9,13.2,18.5,.2,.2,.4,7.1,3.9,1,57,80.1
104,∫œ∞≠∏™,2024-05-25,16.4,12,21.9,0,0,0,8.9,5.4,1.2,32,68.4
104,∫œ∞≠∏™,2024-05-26,19.3,12.9,24.3,0,0,0,7.8,3.2,1.1,56,71.5
104,∫œ∞≠∏™,2024-05-27,20.5,15.6,25.5,,,,10.5,5.3,2,31,45.4
104,∫œ∞≠∏™,2024-05-28,16.1,11.6,19.8,,,,7.4,3.9,1.4,46,66.6
104,∫œ∞≠∏™,2024-05-29,22,11.5,29.1,,,,6.1,2.9,1.3,31,45.9
104,∫œ∞≠∏™,2024-05-30,19.5,17.1,22.9,,,,5.8,1.9,.8,36,55.6
104,∫œ∞≠∏™,2024-05-31,19,15.4,23.8,,,,3.8,2.4,.9,52,77.3
104,∫œ∞≠∏™,2024-06-01,15.6,14,18.5,2.5,8,15,6,2.8,.8,70,90.8
104,∫œ∞≠∏™,2024-06-02,15.2,11.6,19,1,3.1,3.1,3.2,1.9,.6,70,86.5
104,∫œ∞≠∏™,2024-06-03,16.1,11.3,21.1,,,,4.6,2.5,.9,55,78.1
104,∫œ∞≠∏™,2024-06-04,17.6,12.7,22.8,,,,5.2,2.9,.9,48,72.9
104,∫œ∞≠∏™,2024-06-05,18.8,13.2,23.6,,,,5,2.7,.9,59,79
104,∫œ∞≠∏™,2024-06-06,20.4,17.3,25,,,,4.9,2.2,.9,49,73.5
104,∫œ∞≠∏™,2024-06-07,20.8,15.4,25.6,,,,3.3,1.8,.7,46,69.3
104,∫œ∞≠∏™,2024-06-08,19.5,17.1,23.2,.7,1.2,2.7,4.6,2.4,.8,58,84
104,∫œ∞≠∏™,2024-06-09,22.1,16.2,27,,,,6.1,3.1,1,44,69.4
104,∫œ∞≠∏™,2024-06-10,24.5,19.2,28.1,,,,6.1,2.9,1.1,43,59.3
104,∫œ∞≠∏™,2024-06-11,27.2,21.3,31.7,,,,5.5,2.9,1.4,40,55
104,∫œ∞≠∏™,2024-06-12,27.5,21.6,33.7,,,,5.2,3.1,1.2,23,42.4
104,∫œ∞≠∏™,2024-06-13,23.7,19.8,27.9,,,,4.4,2.6,1,43,64.6
104,∫œ∞≠∏™,2024-06-14,22.7,18.8,26.8,0,0,0,4.3,2.5,1,67,79.4
104,∫œ∞≠∏™,2024-06-15,21.5,19.2,24.3,7.5,8,13.6,4.2,2.6,.7,68,89.8
104,∫œ∞≠∏™,2024-06-16,22.7,17,26.6,,,,7,3.9,1.4,40,61.3
104,∫œ∞≠∏™,2024-06-17,26.5,19.8,32.4,,,,5.6,3.1,1.6,28,41.9
104,∫œ∞≠∏™,2024-06-18,25.6,22.2,30.1,,,,4.2,2.4,1.2,32,51.6
104,∫œ∞≠∏™,2024-06-19,26.2,21.4,32.5,,,,3.9,2.3,1,38,56.9
104,∫œ∞≠∏™,2024-06-20,26.4,21.3,32.1,,,,4.4,2.2,.7,32,58.4
104,∫œ∞≠∏™,2024-06-21,23.8,18.7,29.3,,,,5.6,3,1,47,69.8
104,∫œ∞≠∏™,2024-06-22,21.5,20.3,24.3,1.1,3.1,12.1,3.6,1.8,.6,60,91.4
104,∫œ∞≠∏™,2024-06-23,21.6,20.3,24.5,1.4,2.8,10.9,5.2,3.1,1.1,79,93.6
104,∫œ∞≠∏™,2024-06-24,21.7,19.2,24.3,2.7,5.5,5.5,4.6,2.9,.9,65,86.1
104,∫œ∞≠∏™,2024-06-25,22.2,18.6,28,,,,10.4,5.3,1.5,34,61
104,∫œ∞≠∏™,2024-06-26,22.9,19.1,27.4,,,,4.9,2.3,1,40,64
104,∫œ∞≠∏™,2024-06-27,25.5,19.7,30,,,,5.2,2.7,1,35,59.1
104,∫œ∞≠∏™,2024-06-28,24,20.3,28.9,,,,4.6,2.4,1,45,65.3
104,∫œ∞≠∏™,2024-06-29,24.5,20.4,28.8,3.8,12.8,19.1,4.9,2.4,.9,46,71
104,∫œ∞≠∏™,2024-06-30,22.1,19.6,29.4,1,3,7.1,9.5,4.4,1.3,59,94.3
104,∫œ∞≠∏™,2024-07-01,25.1,19.2,31,,,,6.1,3.5,1.2,48,75.1
104,∫œ∞≠∏™,2024-07-02,21.3,20.2,22.6,2.8,11.2,45.5,4,2,.9,87,94.3
104,∫œ∞≠∏™,2024-07-03,26.6,20,29.4,0,0,0,11.8,5.5,2.5,49,65.3
104,∫œ∞≠∏™,2024-07-04,28.3,22.7,31.7,,,,7,3.8,1.3,43,60.6
104,∫œ∞≠∏™,2024-07-05,28,24.1,31.3,.1,.1,.1,14.4,6.8,3.1,42,53.5
104,∫œ∞≠∏™,2024-07-06,27.6,22.2,32.7,.1,.1,.1,11.7,5,1.5,50,66.6
104,∫œ∞≠∏™,2024-07-07,26.4,22.8,30.5,.5,.6,1.2,8.2,3.9,1.4,55,70
104,∫œ∞≠∏™,2024-07-08,23.9,22.1,26.3,1.3,3.1,12.3,4.2,2.6,.8,83,93.1
104,∫œ∞≠∏™,2024-07-09,23.3,21.5,26.7,.2,.6,.6,3.8,2.2,.9,72,90.4
104,∫œ∞≠∏™,2024-07-10,22.2,20.6,24.9,.6,2.8,7,6.4,3.8,1.2,76,91.9
104,∫œ∞≠∏™,2024-07-11,24.2,18.9,29,,,,4.1,2.5,.7,54,78.1
104,∫œ∞≠∏™,2024-07-12,24.4,21.7,27.3,,,,5.5,2.8,.8,67,82.8
104,∫œ∞≠∏™,2024-07-13,22.7,20.9,25.5,0,0,0,3.5,1.9,.7,81,92.9
104,∫œ∞≠∏™,2024-07-14,21.4,19.5,22.6,.3,1,3.7,3.5,1.5,.6,85,95.4
104,∫œ∞≠∏™,2024-07-15,22,21.1,23.6,.3,1,2.9,3.1,2,.8,86,94
104,∫œ∞≠∏™,2024-07-16,23.4,21.2,26.1,1.5,5.6,5.9,4.6,2.6,.7,79,92.9
104,∫œ∞≠∏™,2024-07-17,25.7,22.4,29.7,1.5,2.5,9.9,10.9,3.7,1.1,59,80.8
104,∫œ∞≠∏™,2024-07-18,24.7,23.1,28.8,2.6,9.4,14.3,7.4,3.8,1.1,62,87.6
104,∫œ∞≠∏™,2024-07-19,28.5,23.2,32.5,,,,6.8,3,1.1,52,64.5
104,∫œ∞≠∏™,2024-07-20,27.3,22.2,30.9,0,0,0,8.1,2.7,1,56,71.3
104,∫œ∞≠∏™,2024-07-21,29,26.3,34.1,0,0,0,17.9,7.2,2.5,42,60
104,∫œ∞≠∏™,2024-07-22,29.3,25.7,31.8,.8,2,2,8.8,4.2,1.7,50,66
104,∫œ∞≠∏™,2024-07-23,29,24.9,31.9,1.2,1.8,3.5,13.7,5.7,2.1,51,64.8
104,∫œ∞≠∏™,2024-07-24,29.1,24.5,33,0,0,0,9.2,3.3,1.2,51,66.4
104,∫œ∞≠∏™,2024-07-25,29.1,26.1,33.3,,,,5.2,2.8,.7,56,72.1
104,∫œ∞≠∏™,2024-07-26,27.6,25.2,31.2,.6,.7,.7,4,2.2,1,72,86
104,∫œ∞≠∏™,2024-07-27,28.4,25.7,34,1.3,5,5.9,6.9,3,.9,56,82.4
104,∫œ∞≠∏™,2024-07-28,31,28,35.8,,,,11.8,5.7,2,44,61
104,∫œ∞≠∏™,2024-07-29,31.1,27.9,34.7,0,0,0,11.2,5.9,2.4,51,60.1
104,∫œ∞≠∏™,2024-07-30,30.4,26.1,34.7,.7,1,1,7,3.6,1.5,50,66.8
104,∫œ∞≠∏™,2024-07-31,30.6,26.6,34.4,,,,5.4,3,1.2,45,62.6
104,∫œ∞≠∏™,2024-08-01,31.3,26.5,36,,,,6.1,3.2,1.3,48,62.1
104,∫œ∞≠∏™,2024-08-02,29.9,27.5,35.5,,,,7.7,3.2,1.3,49,72.5
104,∫œ∞≠∏™,2024-08-03,30.1,25.4,36.1,,,,4.7,2.6,.9,41,66.3
104,∫œ∞≠∏™,2024-08-04,27.5,24.8,30.7,,,,4.6,2.2,1,72,83.3
104,∫œ∞≠∏™,2024-08-05,27.2,24.8,31.2,,,,4.7,2.3,.7,68,86.6
104,∫œ∞≠∏™,2024-08-06,27.5,24.6,31.4,0,0,0,4.4,2.5,.9,67,82.8
104,∫œ∞≠∏™,2024-08-07,28.1,24.2,32.8,1.3,1.3,1.3,3.9,2.3,.7,55,74.9
104,∫œ∞≠∏™,2024-08-08,27.7,24,31.5,0,0,0,2.6,1.7,.6,57,75.5
104,∫œ∞≠∏™,2024-08-09,27,22.8,31,,,,5.2,3.3,.9,64,80
104,∫œ∞≠∏™,2024-08-10,27.2,23.3,30.9,,,,7,3.5,1.2,60,78.9
104,∫œ∞≠∏™,2024-08-11,27.2,23.6,32.1,,,,5.7,2.7,1,61,78.8
104,∫œ∞≠∏™,2024-08-12,26,22.6,30.6,,,,6.1,2.8,.9,62,81.8
104,∫œ∞≠∏™,2024-08-13,26.4,23,30.2,,,,5.7,3.1,1,63,78.6
104,∫œ∞≠∏™,2024-08-14,26.1,22.5,30.2,,,,4.4,2.2,.8,59,79.5
